CÓDIGO SIAFI;CNPJ;DESCRIÇÃO;UF;CÓDIGO IBGE
4747;1,85576E+13;LAGOA DOURADA;MG;3137403
2905;2,30975E+13;LAGOA GRANDE;MG;3137536
4751;7,33575E+13;LAGOA SANTA;MG;3137601
4755;1,78772E+13;LAMBARI;MG;3137809
4763;1,82444E+13;LAVRAS;MG;3138203
4767;1,77336E+13;LEOPOLDINA;MG;3138401
4771;1,83382E+13;LIMA DUARTE;MG;3138609
2687;2,60426E+13;LIMEIRA DO OESTE;MG;3138625
2695;2,5223E+13;LONTRA;MG;3138658
644;1,61542E+12;LUISBURGO;MG;3138674
4775;1,8301E+13;LUZ;MG;3138807
4779;1,82428E+13;MACHADO;MG;3139003
4783;1,84049E+13;MALACACHETA;MG;3139201
4787;1,83851E+13;MANHUACU;MG;3139409
4791;1,85042E+13;MANTENA;MG;3139607
4799;1,82953E+13;MARIANA;MG;3140001
648;1,61251E+12;MARIO CAMPOS;MG;3140159
4803;1,77242E+13;MARIPA DE MINAS;MG;3140209
4811;1,83032E+13;MATERLANDIA;MG;3140605
4815;1,83382E+13;MATIAS BARBOSA;MG;3140803
2897;2,52091E+13;MATIAS CARDOSO;MG;3140852
4819;1,77826E+13;MATO VERDE;MG;3141009
4823;1,86021E+13;MATUTINA;MG;3141207
4831;1,77444E+13;MERCES;MG;3141603
4835;2,25164E+13;MINAS NOVAS;MG;3141801
4839;1,80174E+13;MIRABELA;MG;3142007
4843;1,79662E+13;MIRAI;MG;3142205
652;1,61249E+12;MIRAVANIA;MG;3142254
4847;1,8301E+13;MOEMA;MG;3142403
4851;2,25419E+13;MONSENHOR PAULO;MG;3142601
4855;1,84312E+13;MONTE ALEGRE DE MINAS;MG;3142809
4859;1,86684E+13;MONTE BELO;MG;3143005
4863;1,82414E+13;MONTE SANTO DE MINAS;MG;3143203
4873;1,83032E+13;MORRO DO PILAR;MG;3143708
4877;1,79476E+13;MURIAE;MG;3143906
4881;1,86686E+13;MUZAMBINHO;MG;3144102
4885;1,8399E+13;NANUQUE;MG;3144300
4889;1,85576E+13;NAZARENO;MG;3144508
660;1,6125E+12;NINHEIRA;MG;3144656
4893;1,68198E+13;NOVA ERA;MG;3144706
4897;1,84049E+13;NOVA MODICA;MG;3144904
664;1,6125E+12;NOVA PORTEIRINHA;MG;3145059
4905;1,84049E+13;NOVO CRUZEIRO;MG;3145307
668;1,61642E+12;NOVORIZONTE;MG;3145372
4909;1,81883E+13;OLIMPIO NORONHA;MG;3145505
672;1,61684E+12;ORATORIOS;MG;3145851
4921;1,82953E+13;OURO PRETO;MG;3146107
676;1,61249E+12;PADRE CARVALHO;MG;3146255
4925;1,84048E+13;PADRE PARAISO;MG;3146305
4929;2,09206E+13;PAINS;MG;3146503
2661;6,62343E+13;PALMOPOLIS;MG;3146750
4941;1,83138E+13;PARA DE MINAS;MG;3147105
4943;1,80082E+13;PARAGUACU;MG;3147204
4947;1,81162E+13;PARAOPEBA;MG;3147402
4953;1,80395E+13;PASSA TEMPO;MG;3147709
680;1,61248E+12;PATIS;MG;3147956
4963;1,79476E+13;PATROCINIO DO MURIAE;MG;3148202
4967;1,83074E+13;PAULISTAS;MG;3148400
4971;1,84092E+13;PECANHA;MG;3148608
4975;1,81334E+13;PEDRA DO ANTA;MG;3148806
4985;2,34567E+13;PEDRO LEOPOLDO;MG;3149309
4989;1,77244E+13;PEQUERI;MG;3149507
4993;1,83011E+13;PERDIGAO;MG;3149705
4997;1,82443E+13;PERDOES;MG;3149903
684;1,61308E+12;PERIQUITO;MG;3149952
5005;1,86854E+13;PIEDADE DO RIO GRANDE;MG;3150307
5009;1,6726E+13;PIMENTA;MG;3150505
688;1,6132E+12;PINGO-D'AGUA;MG;3150539
5013;1,84288E+13;PIRAJUBA;MG;3150703
5021;1,80928E+13;PIRAPETINGA;MG;3151107
5025;1,85541E+13;PIRAUBA;MG;3151305
5033;1,82428E+13;POCO FUNDO;MG;3151701
5037;1,83343E+13;POCRANE;MG;3151909
692;1,6125E+12;PONTO CHIQUE;MG;3152131
5045;1,85674E+13;PORTO FIRME;MG;3152303
5049;1,8676E+13;POUSO ALEGRE;MG;3152501
5053;1,85575E+13;PRADOS;MG;3152709
5057;1,82414E+13;PRATAPOLIS;MG;3152907
5065;1,77542E+13;PRESIDENTE KUBITSCHEK;MG;3153301
5071;1,83146E+13;PRUDENTE DE MORAIS;MG;3153608
5075;1,97184E+13;QUELUZITO;MG;3153806
5079;1,8837E+13;RAUL SOARES;MG;3154002
5087;1,80948E+13;RESSAQUINHA;MG;3154408
2901;2,52221E+13;RIACHINHO;MG;3154457
5091;1,83146E+13;RIBEIRAO DAS NEVES;MG;3154606
5097;1,8837E+13;RIO CASCA;MG;3154903
5099;1,83163E+13;RIO DOCE;MG;3155009
5105;1,8364E+13;RIO MANSO;MG;3155306
5109;1,8602E+13;RIO PARANAIBA;MG;3155504
5113;1,84009E+13;RIO PIRACICABA;MG;3155702
5117;1,83383E+13;RIO PRETO;MG;3155900
5129;2,43636E+13;RUBELITA;MG;3156502
5137;1,81408E+13;SACRAMENTO;MG;3156908
5141;1,83474E+13;SALTO DA DIVISA;MG;3157104
700;1,61114E+12;SANTA BARBARA DO MONTE VERDE;MG;3157278
5145;1,80949E+13;SANTA BARBARA DO TUGURIO;MG;3157302
5149;1,83075E+13;SANTA EFIGENIA DE MINAS;MG;3157500
706;1,6134E+12;SANTA HELENA DE MINAS;MG;3157658
5155;1,87154E+13;SANTA LUZIA;MG;3157807
5159;1,82995E+13;SANTA MARIA DE ITABIRA;MG;3158003
5163;1,84092E+13;SANTA MARIA DO SUACUI;MG;3158201
5185;1,83383E+13;SANTA RITA DE JACUTINGA;MG;3159308
2669;6,62296E+13;SANTA RITA DE MINAS;MG;3159357
5193;1,81923E+13;SANTA ROSA DA SERRA;MG;3159704
5167;1,77025E+13;SANTANA DE CATAGUASES;MG;3158409
5171;1,83383E+13;SANTANA DO DESERTO;MG;3158607
5175;1,78881E+13;SANTANA DO JACARE;MG;3158805
5179;1,87155E+13;SANTANA DO RIACHO;MG;3159001
5197;1,82443E+13;SANTO ANTONIO DO AMPARO;MG;3159902
5201;1,8837E+13;SANTO ANTONIO DO GRAMA;MG;3160108
5205;1,835E+13;SANTO ANTONIO DO JACINTO;MG;3160306
5211;1,76949E+13;SANTO HIPOLITO;MG;3160603
5215;1,78772E+13;SAO BENTO ABADE;MG;3160801
710;1,61313E+12;SAO DOMINGOS DAS DORES;MG;3160959
5219;1,8401E+13;SAO DOMINGOS DO PRATA;MG;3161007
5223;1,8313E+13;SAO FRANCISCO DE PAULA;MG;3161205
5227;1,81142E+13;SAO FRANCISCO DO GLORIA;MG;3161403
5231;1,83075E+13;SAO GERALDO DA PIEDADE;MG;3161601
714;1,61308E+12;SAO GERALDO DO BAIXIO;MG;3161650
5237;2,43807E+13;SAO GONCALO DO RIO ABAIXO;MG;3161908
4509;1,77542E+13;SAO GONCALO DO RIO PRETO;MG;3125507
5241;1,8602E+13;SAO GOTARDO;MG;3162104
5245;1,79352E+13;SAO JOAO DA MATA;MG;3162302
718;1,61249E+12;SAO JOAO DAS MISSOES;MG;3162450
5249;1,77499E+13;SAO JOAO DEL REI;MG;3162500
2677;6,62325E+13;SAO JOAO DO MANHUACU;MG;3162559
5253;2,47912E+13;SAO JOAO DO PARAISO;MG;3162708
5257;1,85581E+13;SAO JOAO NEPOMUCENO;MG;3162906
724;1,61646E+12;SAO JOSE DA BARRA;MG;3162948
5261;1,83139E+13;SAO JOSE DA VARGINHA;MG;3163102
5273;1,81882E+13;SAO LOURENCO;MG;3163706
5277;1,86662E+13;SAO PEDRO DA UNIAO;MG;3163904
5279;1,92435E+13;SAO PEDRO DOS FERROS;MG;3164001
728;1,61312E+12;SAO SEBASTIAO DO ANTA;MG;3164472
5289;1,84092E+13;SAO SEBASTIAO DO MARANHAO;MG;3164506
5299;1,77499E+13;SAO TIAGO;MG;3165008
5303;1,80089E+13;SAO THOME DAS LETRAS;MG;3165206
5307;1,8026E+13;SAPUCAI-MIRIM;MG;3165404
734;1,62519E+12;SEM-PEIXE;MG;3165560
2689;4,17786E+13;SENADOR AMARAL;MG;3165578
5311;1,77246E+13;SENADOR CORTES;MG;3165602
5315;1,86759E+13;SENADOR JOSE BENTO;MG;3165800
5325;1,92435E+13;SERICITA;MG;3166303
5329;1,83032E+13;SERRA AZUL DE MINAS;MG;3166501
5335;1,84681E+13;SERRA DO SALITRE;MG;3166808
5337;1,82433E+13;SERRANIA;MG;3166907
5341;1,83033E+13;SERRO;MG;3167103
732;1,61338E+12;SETUBINHA;MG;3165552
5345;1,77446E+13;SILVEIRANIA;MG;3167301
5349;1,83383E+13;SIMAO PEREIRA;MG;3167509
5353;1,80831E+13;SOBRALIA;MG;3167707
5357;1,77448E+13;TABULEIRO;MG;3167905
5361;1,81408E+13;TAPIRA;MG;3168101
5365;1,83023E+13;TAQUARACU DE MINAS;MG;3168309
5369;1,81341E+13;TEIXEIRAS;MG;3168507
5373;1,9875E+13;TIMOTEO;MG;3168705
5377;1,86021E+13;TIROS;MG;3168903
740;1,60166E+12;TOCOS DO MOJI;MG;3169059
5381;1,86776E+13;TOLEDO;MG;3169109
5385;1,79555E+13;TRES CORACOES;MG;3169307
4115;1,7695E+13;TRES MARIAS;MG;3169356
5389;2,10786E+13;TUMIRITINGA;MG;3169505
5397;1,81282E+13;UBA;MG;3169901
5401;1,84288E+13;UBERABA;MG;3170107
744;1,60994E+12;URUANA DE MINAS;MG;3170479
5409;1,83163E+13;URUCANIA;MG;3170503
748;1,61289E+12;VARGEM GRANDE DO RIO PARDO;MG;3170651
5413;1,82401E+13;VARGINHA;MG;3170701
5417;1,80175E+13;VARZELANDIA;MG;3170909
752;1,61251E+12;VERDELANDIA;MG;3171030
756;1,62074E+12;VERMELHO NOVO;MG;3171154
5429;1,79476E+13;VIEIRAS;MG;3171402
5439;1,84092E+13;VIRGOLANDIA;MG;3171907
5443;1,77107E+13;VOLTA GRANDE;MG;3172103
5421;1,8026E+13;WENCESLAU BRAZ;MG;3172202
141;3,72267E+13;ALCINOPOLIS;MS;5000252
9019;3,56334E+12;APARECIDA DO TABOADO;MS;5001003
9171;3,75927E+12;ARAL MOREIRA;MS;5001243
9029;3,50149E+12;BANDEIRANTES;MS;5001508
9039;3,50501E+12;BATAYPORA;MS;5002001
9043;3,07367E+12;BONITO;MS;5002209
9049;3,50152E+12;CAMAPUA;MS;5002605
9051;3,50151E+12;CAMPO GRANDE;MS;5002704
9787;2,46512E+13;CHAPADAO DO SUL;MS;5002951
9065;3,51021E+12;COXIM;MS;5003306
9175;3,90318E+12;DEODAPOLIS;MS;5003454
9793;2,46162E+13;DOIS IRMAOS DO BURITI;MS;5003488
9075;3,15575E+12;FATIMA DO SUL;MS;5003801
9081;3,4039E+12;GUIA LOPES DA LAGUNA;MS;5004106
9087;3,34294E+12;INOCENCIA;MS;5004403
9807;1,5403E+13;ITAQUIRAI;MS;5004601
9093;3,57588E+12;IVINHEMA;MS;5004700
161;1,59053E+13;JAPORA;MS;5004809
9099;3,16205E+12;JARDIM;MS;5005004
9103;3,33045E+12;LADARIO;MS;5005202
9111;3,45232E+12;MIRANDA;MS;5005608
9113;3,15593E+12;NAVIRAI;MS;5005707
9123;3,17332E+12;NOVA ANDRADINA;MS;5006200
159;3,72266E+13;NOVO HORIZONTE DO SUL;MS;5006259
9137;3,10754E+12;PORTO MURTINHO;MS;5006903
9143;3,68158E+12;RIO BRILHANTE;MS;5007208
9147;3,35456E+12;RIO VERDE DE MATO GROSSO;MS;5007406
9745;1,56137E+12;SANTA RITA DO PARDO;MS;5007554
9157;3,50157E+12;SIDROLANDIA;MS;5007901
9757;2,46512E+13;SONORA;MS;5007935
9165;3,18404E+12;TRES LAGOAS;MS;5008305
9191;1,50239E+13;AGUA BOA;MT;5100201
9007;3,1331E+12;ALTO GARCAS;MT;5100409
9869;3,23904E+12;ARAGUAIANA;MT;5101001
9023;3,94793E+12;ARAGUAINHA;MT;5101209
9025;2,49777E+13;ARENAPOLIS;MT;5101308
9031;3,50756E+12;BARAO DE MELGACO;MT;5101605
9863;9,65152E+11;CAMPINAPOLIS;MT;5102603
9777;2,47723E+13;CAMPO NOVO DO PARECIS;MT;5102637
129;3,74652E+13;CANABRAVA DO NORTE;MT;5102694
9783;2,47722E+13;CASTANHEIRA;MT;5102850
8979;1,50239E+13;COLIDER;MT;5103205
1080;4,21369E+12;COLNIZA;MT;5103254
9883;1,36785E+12;COMODORO;MT;5103304
89;3,74653E+13;COTRIGUACU;MT;5103379
1084;4,21765E+12;CURVELANDIA;MT;5103437
9071;3,34712E+12;DOM AQUINO;MT;5103601
1036;1,61409E+12;FELIZ NATAL;MT;5103700
9887;3,23902E+12;GUARANTA DO NORTE;MT;5104104
9083;3,34713E+12;GUIRATINGA;MT;5104203
9901;3,23896E+12;ITAUBA;MT;5104559
9831;1,53592E+13;JUINA;MT;5105150
9921;2,49505E+13;JURUENA;MT;5105176
137;3,74654E+13;LAMBARI D'OESTE;MT;5105234
9117;3,42427E+12;NOBRES;MT;5105903
9121;3,50751E+12;NOSSA SENHORA DO LIVRAMENTO;MT;5106109
8981;1,5024E+13;NOVA BRASILANDIA;MT;5106208
9889;3,23891E+12;NOVA CANAA DO NORTE;MT;5106216
121;3,74656E+13;NOVA GUARITA;MT;5108808
111;3,74648E+13;NOVA MARINGA;MT;5108907
9893;3,23892E+12;NOVA OLIMPIA;MT;5106232
1088;4,2147E+12;NOVA SANTA HELENA;MT;5106190
1044;1,61452E+12;NOVO MUNDO;MT;5106265
9867;3,23858E+12;NOVO SAO JOAQUIM;MT;5106281
9181;3,77394E+12;PEDRA PRETA;MT;5106372
9891;3,23863E+12;PEIXOTO DE AZEVEDO;MT;5106422
91;3,74652E+13;PLANALTO DA SERRA;MT;5106455
9133;3,50364E+12;PONTE BRANCA;MT;5106703
8999;1,5024E+13;PONTES E LACERDA;MT;5106752
9875;3,2389E+12;PORTO ESPERIDIAO;MT;5106828
101;2,47403E+13;PORTO ESTRELA;MT;5106851
9139;3,40891E+12;POXOREO;MT;5107008
9879;1,36779E+12;RESERVA DO CABACAL;MT;5107156
9153;3,18092E+12;ROSARIO OESTE;MT;5107701
123;3,74653E+13;SANTA CARMEM;MT;5107248
1094;4,17852E+12;SANTA CRUZ DO XINGU;MT;5107743
1098;4,21736E+12;SANTO ANTONIO DO LESTE;MT;5107792
9155;3,50756E+12;SANTO ANTONIO DO LEVERGER;MT;5107800
9199;1,5024E+13;SAO JOSE DO RIO CLARO;MT;5107305
133;3,74653E+13;SAO JOSE DO XINGU;MT;5107354
8993;1,5024E+13;SAO JOSE DOS QUATRO MARCOS;MT;5107107
125;3,7465E+13;TABAPORA;MT;5107941
9763;2,47723E+13;TAPURAH;MT;5108006
9909;1,97821E+12;TERRA NOVA DO NORTE;MT;5108055
9161;3,5433E+12;TESOURO;MT;5108105
1048;1,61454E+12;UNIAO DO SUL;MT;5108303
9167;3,50755E+12;VARZEA GRANDE;MT;5108402
415;5,05844E+12;ANANINDEUA;PA;1500800
419;4,54292E+12;AVEIRO;PA;1501006
423;5,42587E+12;BAIAO;PA;1501204
42;1,59532E+12;BANNACH;PA;1501253
427;5,05501E+12;BELEM;PA;1501402
431;5,14908E+12;BONITO;PA;1501600
639;3,4888E+13;BRASIL NOVO;PA;1501725
625;3,46264E+13;BREU BRANCO;PA;1501782
435;4,87639E+12;BREVES;PA;1501808
439;4,88448E+12;CACHOEIRA DO ARARI;PA;1502004
46;1,61236E+12;CACHOEIRA DO PIRIA;PA;1501956
443;5,14909E+12;CAPANEMA;PA;1502202
447;5,12199E+12;CASTANHAL;PA;1502400
451;5,83594E+12;COLARES;PA;1502608
581;2,29387E+13;CURIONOPOLIS;PA;1502772
455;4,87671E+12;CURRALINHO;PA;1502806
50;1,61332E+12;CURUA;PA;1502855
459;5,17827E+12;FARO;PA;1503002
585;2,29809E+13;GARRAFAO DO NORTE;PA;1503077
463;5,14912E+12;IGARAPE-ACU;PA;1503200
467;5,17192E+12;INHANGAPI;PA;1503408
621;8,3268E+13;IPIXUNA DO PARA;PA;1503457
475;5,85463E+12;JACUNDA;PA;1503804
479;5,10517E+12;LIMOEIRO DO AJURU;PA;1504000
54;1,61167E+12;MARITUBA;PA;1504422
493;5,10514E+12;MOJU;PA;1504703
497;5,1052E+12;MUANA;PA;1504901
633;1,02218E+13;NOVO PROGRESSO;PA;1505031
501;5,13118E+12;OBIDOS;PA;1505106
505;5,13108E+12;ORIXIMINA;PA;1505304
593;2,29814E+13;PACAJA;PA;1505486
509;5,19306E+12;PARAGOMINAS;PA;1505502
387;3,4671E+13;PAU D'ARCO;PA;1505551
58;1,61216E+12;PICARRA;PA;1505635
513;5,13244E+12;PONTA DE PEDRAS;PA;1505700
517;5,18383E+12;PORTO DE MOZ;PA;1505908
521;5,14914E+12;PRIMAVERA;PA;1506104
573;4,78095E+12;RONDON DO PARA;PA;1506187
525;4,88852E+12;SALVATERRA;PA;1506302
529;5,1717E+12;SANTA ISABEL DO PARA;PA;1506500
371;6,38878E+13;SANTA LUZIA DO PARA;PA;1506559
599;1,02494E+13;SANTA MARIA DAS BARREIRAS;PA;1506583
535;5,18223E+12;SANTAREM;PA;1506807
539;5,05994E+12;SANTO ANTONIO DO TAUA;PA;1507003
543;5,19312E+12;SAO DOMINGOS DO CAPIM;PA;1507201
547;5,12599E+12;SAO FRANCISCO DO PARA;PA;1507409
393;2,29812E+13;SAO JOAO DE PIRABAS;PA;1507474
66;1,61732E+12;SAPUCAIA;PA;1507755
555;5,42111E+12;SENADOR JOSE PORFIRIO;PA;1507805
373;3,48235E+13;TERRA ALTA;PA;1507961
637;2,30609E+13;TERRA SANTA;PA;1507979
559;5,19653E+12;TOME-ACU;PA;1508001
561;5,25163E+12;TUCURUI;PA;1508100
399;3,45935E+13;URUARA;PA;1508159
563;5,35161E+12;VIGIA;PA;1508209
571;4,14415E+12;XINGUARA;PA;1508407
442;1,61247E+12;ALGODAO DE JANDAIRA;PB;2500577
1911;8,77832E+12;ALHANDRA;PB;2500601
446;1,61317E+12;APARECIDA;PB;2500775
1917;8,77876E+12;ARARA;PB;2500908
1919;8,92711E+12;ARARUNA;PB;2501005
1923;8,70106E+12;AREIAL;PB;2501203
450;1,61264E+12;ASSUNCAO;PB;2501351
1929;8,89486E+12;BAIA DA TRAICAO;PB;2501401
454;1,61254E+12;BARRA DE SANTANA;PB;2501575
1935;8,70171E+12;BARRA DE SAO MIGUEL;PB;2501708
1939;8,92852E+12;BELEM;PB;2501906
1943;8,9407E+12;BOA VENTURA;PB;2502102
458;1,61254E+12;BOA VISTA;PB;2502151
1947;8,92057E+12;BOM SUCESSO;PB;2502300
1951;8,70257E+12;BOQUEIRAO;PB;2502508
1957;8,76715E+12;BREJO DO CRUZ;PB;2502805
1961;8,86564E+12;CAAPORA;PB;2503001
1969;8,87498E+12;CACIMBA DE AREIA;PB;2503407
1973;9,07062E+12;CAICARA;PB;2503605
462;1,61269E+12;CAJAZEIRINHAS;PB;2503753
1977;8,80907E+12;CALDAS BRANDAO;PB;2503803
1981;8,99392E+12;CAMPINA GRANDE;PB;2504009
466;1,61264E+12;CARAUBAS;PB;2504074
1985;8,88529E+12;CATINGUEIRA;PB;2504207
470;1,61264E+12;CATURITE;PB;2504355
1989;8,94323E+12;CONCEICAO;PB;2504405
1993;8,91665E+12;CONDE;PB;2504603
1997;8,93994E+12;COREMAS;PB;2504801
2001;8,73218E+12;CUBATI;PB;2505006
2005;8,78179E+12;CUITEGI;PB;2505204
2009;8,92597E+12;DESTERRO;PB;2505402
2015;8,78215E+12;DONA INES;PB;2505709
2019;8,94408E+12;EMAS;PB;2505907
2023;8,73769E+12;FAGUNDES;PB;2506103
2027;8,78548E+12;GUARABIRA;PB;2506301
1953;8,88514E+12;IGARACY;PB;2502607
2037;8,81035E+12;INGA;PB;2506806
2041;8,94069E+12;ITAPORANGA;PB;2507002
2053;8,91949E+12;JUAREZ TAVORA;PB;2507606
2063;9,1518E+12;LAGOA;PB;2508109
2067;8,99761E+12;LAGOA SECA;PB;2508307
482;1,61299E+12;LOGRADOURO;PB;2508554
2075;9,08409E+12;MAE D'AGUA;PB;2508703
2083;8,91711E+12;MARI;PB;2509107
486;1,61294E+12;MARIZOPOLIS;PB;2509156
490;1,61332E+12;MATO GROSSO;PB;2509370
2091;8,73935E+12;MONTADAS;PB;2509503
2099;9,07245E+12;NATUBA;PB;2509909
2103;8,73963E+12;NOVA FLORESTA;PB;2510105
2107;8,73993E+12;NOVA PALMEIRA;PB;2510303
2111;8,7401E+12;OLIVEDOS;PB;2510501
494;1,61253E+12;PARARI;PB;2510659
2119;8,94573E+12;PAULISTA;PB;2510907
2123;8,74047E+12;PEDRA LAVRADA;PB;2511103
2127;9,14873E+12;PIANCO;PB;2511301
2139;8,91679E+12;PITIMBU;PB;2511905
496;1,61565E+12;POCO DANTAS;PB;2512036
2143;8,9487E+12;POMBAL;PB;2512101
2147;8,88897E+12;PRINCESA ISABEL;PB;2512309
502;1,61277E+12;RIACHAO;PB;2512747
506;1,61237E+12;RIACHAO DO POCO;PB;2512762
2159;8,89994E+12;RIO TINTO;PB;2512903
2163;9,07246E+12;SALGADO DE SAO FELIX;PB;2513109
510;1,61264E+12;SANTA CECILIA;PB;2513158
2175;9,15967E+12;SANTA RITA;PB;2513703
2171;9,15009E+12;SANTANA DE MANGUEIRA;PB;2513505
516;1,61251E+12;SANTO ANDRE;PB;2513851
1913;8,92403E+12;SAO JOAO DO RIO DO PEIXE;PB;2500700
2183;9,07459E+12;SAO JOAO DO TIGRE;PB;2514107
2187;8,89154E+12;SAO JOSE DE CAIANA;PB;2514305
2191;8,92405E+12;SAO JOSE DE PIRANHAS;PB;2514503
530;1,61269E+12;SAO JOSE DO BREJO DO CRUZ;PB;2514651
2197;8,87323E+12;SAO JOSE DOS CORDEIROS;PB;2514800
2201;8,86852E+12;SAO MIGUEL DE TAIPU;PB;2515005
2211;8,8747E+12;SERRA BRANCA;PB;2515500
2215;8,89183E+12;SERRA GRANDE;PB;2515708
2219;8,79017E+12;SERRARIA;PB;2515906
532;1,61277E+12;SERTAOZINHO;PB;2515930
2223;8,91943E+12;SOLEDADE;PB;2516102
536;1,61366E+12;SOSSEGO;PB;2516151
2227;8,87494E+12;SUME;PB;2516300
2233;8,94409E+12;TAVARES;PB;2516607
2237;8,92406E+12;TRIUNFO;PB;2516805
2241;8,86949E+12;UMBUZEIRO;PB;2517001
2631;8,63737E+12;ABREU E LIMA;PE;2600054
2301;1,03461E+13;AFOGADOS DA INGAZEIRA;PE;2600104
2305;1,00915E+13;AGRESTINA;PE;2600302
2309;1,12863E+13;AGUAS BELAS;PE;2600500
2317;1,12944E+13;AMARAJI;PE;2600906
544;1,61386E+12;ARACOIABA;PE;2601052
2321;1,10409E+13;ARARIPINA;PE;2601102
2325;1,0121E+13;BARRA DE GUABIRABA;PE;2601300
2331;1,01137E+13;BELEM DE SAO FRANCISCO;PE;2601607
2335;1,02874E+13;BETANIA;PE;2601805
2339;1,10409E+13;BODOCO;PE;2602001
2343;1,02931E+13;BOM JARDIM;PE;2602209
2347;1,01311E+13;BREJAO;PE;2602407
2351;1,00915E+13;BREJO DA MADRE DE DEUS;PE;2602605
2355;1,0106E+13;BUIQUE;PE;2602803
2359;1,01137E+13;CABROBO;PE;2603009
2363;1,01317E+13;CAETES;PE;2603207
2373;1,01328E+13;CANHOTINHO;PE;2603702
2377;1,13674E+13;CARNAIBA;PE;2603900
2635;3,5445E+13;CARNAUBEIRA DA PENHA;PE;2603926
2385;1,13612E+13;CEDRO;PE;2604304
2393;1,12864E+13;CORRENTES;PE;2604700
2397;1,10974E+13;CUMARU;PE;2604908
2401;1,13582E+13;CUSTODIA;PE;2605103
2405;1,10409E+13;EXU;PE;2605301
2409;1,13619E+13;FERREIROS;PE;2605509
2413;1,01137E+13;FLORESTA;PE;2605707
2417;1,13439E+13;GAMELEIRA;PE;2605905
2421;1,10498E+13;GLORIA DO GOITA;PE;2606101
2425;1,10409E+13;GRANITO;PE;2606309
2429;1,12864E+13;IATI;PE;2606507
2437;1,1369E+13;IGUARACI;PE;2606903
2441;1,03479E+13;INGAZEIRA;PE;2607109
2445;1,10409E+13;IPUBI;PE;2607307
2449;1,12864E+13;ITAIBA;PE;2607505
2453;1,13582E+13;ITAPETIM;PE;2607703
2457;1,03777E+13;JABOATAO DOS GUARARAPES;PE;2607901
548;1,61399E+12;JAQUEIRA;PE;2607950
2461;1,10974E+13;JOAO ALFREDO;PE;2608107
2295;3,54508E+13;JUCATI;PE;2608255
2465;1,0141E+13;JUPI;PE;2608305
2469;1,10973E+13;LAGOA DO ITAENGA;PE;2608503
2473;1,01929E+13;LAGOA DOS GATOS;PE;2608701
552;1,61373E+12;LAGOA GRANDE;PE;2608750
2481;1,10974E+13;MACHADOS;PE;2609105
2585;1,13612E+13;MOREILANDIA;PE;2614303
2489;1,01668E+13;NAZARE DA MATA;PE;2609501
2493;1,02943E+13;OROBO;PE;2609709
2497;1,10409E+13;OURICURI;PE;2609907
2501;1,0144E+13;PALMEIRINA;PE;2610103
2505;1,01444E+13;PARANATAMA;PE;2610301
2509;1,10973E+13;PASSIRA;PE;2610509
2513;1,04088E+13;PAULISTA;PE;2610707
2517;1,02644E+13;PESQUEIRA;PE;2610905
2521;1,03582E+13;PETROLINA;PE;2611101
2527;1,12944E+13;PRIMAVERA;PE;2611408
2531;1,0565E+13;RECIFE;PE;2611606
2533;1,00916E+13;RIACHO DAS ALMAS;PE;2611705
2537;1,02912E+13;RIO FORMOSO;PE;2611903
2541;1,10974E+13;SALGADINHO;PE;2612109
2545;1,14557E+13;SALOA;PE;2612307
2297;2,43015E+13;SANTA CRUZ;PE;2612455
2639;3,54455E+13;SANTA CRUZ DA BAIXA VERDE;PE;2612471
556;1,61373E+12;SANTA FILOMENA;PE;2612554
2555;1,13581E+13;SANTA TEREZINHA;PE;2612802
2561;1,00916E+13;SAO CAITANO;PE;2613107
2565;1,01227E+13;SAO JOAQUIM DO MONTE;PE;2613305
2569;1,02801E+13;SAO JOSE DO BELMONTE;PE;2613503
2573;1,12518E+13;SAO LOURENCO DA MATA;PE;2613701
2577;1,02829E+13;SERRA TALHADA;PE;2613909
2581;1,13581E+13;SERTANIA;PE;2614105
2587;1,03481E+13;SOLIDAO;PE;2614402
2591;1,0349E+13;TABIRA;PE;2614600
2595;1,01062E+13;TACARATU;PE;2614808
2601;1,12864E+13;TEREZINHA;PE;2615102
2605;1,13619E+13;TIMBAUBA;PE;2615300
2609;1,01673E+13;TRACUNHAEM;PE;2615508
2613;1,13507E+13;TRIUNFO;PE;2615706
2617;1,13581E+13;TUPARETAMA;PE;2615904
2621;1,13486E+13;VERDEJANTE;PE;2616100
2625;1,01682E+13;VICENCIA;PE;2616308
2293;1,28885E+13;XEXEU;PE;2616506
266;1,61256E+12;ACAUA;PI;2200053
1001;6,55498E+12;AGRICOLANDIA;PI;2200103
1009;6,5548E+12;AMARANTE;PI;2200509
1013;6,55363E+12;ANISIO DE ABREU;PI;2200707
270;1,61256E+12;ASSUNCAO DO PIAUI;PI;2201051
2245;4,15222E+13;BAIXA GRANDE DO RIBEIRO;PI;2201150
1023;6,55441E+12;BARRAS;PI;2201200
274;1,61256E+12;BELA VISTA DO PIAUI;PI;2201556
1031;6,55478E+12;BENEDITINOS;PI;2201606
280;1,61257E+12;BOA HORA;PI;2201770
1035;6,55369E+12;BOCAINA;PI;2201804
1039;6,55446E+12;BURITI DOS LOPES;PI;2202000
1299;4,15223E+13;CABECEIRAS DO PIAUI;PI;2202059
288;1,61262E+12;CAJUEIRO DA PRAIA;PI;2202083
